1,14.840
2,13.540
3,8.090
4,9.870
5,5.000
6,7.800
7,9.680
8,10.930
9,16.520
10,9.040
11,11.540
12,5.050
13,5.220
14,10.950
15,21.910
16,17.290
17,16.610
18,12.460
19,16.970
20,8.730
21,17.750
22,17.030
23,4.430
24,11.730
25,15.990
26,7.330
27,6.620
28,8.670
29,14.540
30,15.880
31,10.020
32,3.960
33,6.000
34,19.080
35,13.260
36,4.860
37,17.470
38,21.040
39,15.710
40,7.080
41,18.840
42,9.870
43,12.150
44,16.320
45,10.010
46,19.550
47,5.490
48,13.690
49,3.870
50,5.120
51,18.980
52,16.460
53,13.460
54,5.470
55,12.240
56,7.520
57,4.450
58,11.710
59,3.340
60,14.030
61,2.650
62,7.200
