1,58.920
2,9.560
3,7.500
4,24.890
5,72.300
6,1.620
7,96.230
8,68.180
9,50.780
10,61.790
11,62.120
12,60.620
13,36.850
14,65.880
15,21.020
16,26.310
17,12.350
18,80.030
19,61.430
20,40.460
21,3.940
22,64.370
23,42.240
24,65.130
25,14.180
26,47.250
27,30.750
28,43.930
29,51.510
30,1.780
31,61.850
32,82.510
33,74.050
34,17.730
35,84.010
36,69.480
37,10.350
38,47.270
39,13.080
40,71.480
41,21.240
42,37.270
43,79.000
44,77.520
45,18.540
46,61.460
47,5.650
48,19.680
49,86.290
50,69.000
51,43.200
52,26.640
53,86.890
54,95.390
55,67.860
56,78.750
57,83.750
58,70.580
59,46.180
60,120.090
61,76.400
62,69.830
63,72.810
64,72.760
65,78.000
66,78.220
67,73.360
68,45.150
69,100.480
70,104.560
71,70.790
72,32.180
73,61.860
74,55.760
75,41.850
76,38.180
77,48.790
78,66.760
79,44.770
80,50.730
81,90.080
82,30.760
83,100.910
84,47.350
85,30.210
86,66.060
87,62.060
88,87.150
89,59.050
90,67.010
91,49.050
92,8.350
93,69.600
94,73.210
95,91.250
96,84.290
97,41.190
98,92.150
99,100.050
100,92.590
101,94.030
102,30.160
103,60.630
104,39.880
105,92.610
106,83.900
107,72.460
108,98.990
109,76.190
110,91.930
111,91.110
112,65.800
113,39.250
114,91.000
115,9.950
116,42.300
117,35.930
118,87.020
119,23.720
120,1.690
121,85.670
122,96.270
123,81.460
124,29.440
125,79.450
126,43.250
127,74.250
128,65.170
129,65.710
130,77.840
131,99.380
132,113.050
133,8.190
134,32.790
135,88.280
136,127.350
137,38.080
138,45.980
139,45.840
140,50.420
141,67.050
142,77.260
143,55.320
144,39.470
145,7.880
146,70.920
147,57.530
148,7.540
149,91.240
150,85.100
151,68.460
152,1.790
153,66.010
154,80.440
155,36.240
156,34.220
157,2.530
158,104.110
159,25.840
160,8.100
161,77.710
162,48.450
163,32.720
164,100.220
165,3.530
166,49.600
167,61.390
168,106.670
169,43.000
170,96.670
171,92.860
172,60.830
173,42.690
174,99.690
175,55.300
176,43.400
177,56.680
178,93.450
179,83.320
180,4.150
181,12.760
182,70.060
183,87.940
184,45.260
185,47.860
186,47.590
187,58.030
188,28.390
189,56.040
190,76.540
191,52.340
192,101.890
193,70.800
194,106.430
195,86.770
196,89.040
197,82.520
198,27.240
